"1123","1088","ZJ320423","","43.0000","35.2500","250.0000","10000","1","1"
"1129","1094","FG323982","","130.2000","65.5700","400.0000","10000","1","1"
"1135","1100","EY321192","","85.0000","55.7400","500.0000","10000","1","1"
"1136","1101","HG320402","","158.0000","77.7000","300.0000","10000","1","1"
"1143","1108","ND323934","","135.6000","63.9300","400.0000","10000","1","1"
"1150","1115","LN321168","","180.0000","88.5200","1000.0000","10000","1","1"
"1156","1121","GX320386","","178.0000","87.5400","300.0000","10000","1","1"
"1157","1122","JT321155","","180.0000","88.5200","1000.0000","10000","1","1"
"1164","1129","EN323915","","102.3000","59.0200","400.0000","10000","1","1"
"1171","1136","YV321139","","85.0000","41.8000","1000.0000","10000","1","1"
"1178","1143","GU323876","","314.5000","121.9700","400.0000","10000","1","1"
"1184","1149","QU321125","","85.0000","55.7400","1000.0000","10000","1","1"
"1185","1150","MY323845","","136.5000","65.5700","500.0000","10000","1","1"
"1192","1157","LN321107","","85.0000","55.7400","1000.0000","10000","1","1"
"1193","1158","OL323777","","136.5000","59.0200","400.0000","10000","1","1"
"1200","1165","EA323732","","69.3000","32.7900","400.0000","10000","1","1"
"1205","1170","RC321071","","115.0000","54.1000","1000.0000","10000","1","1"
"1206","1171","DN323665","","93.0000","42.6200","400.0000","10000","1","1"
"1207","1172","QD319357","","39.8400","29.8400","300.0000","10000","1","1"
"1213","1178","DQ323601","","56.9000","42.6200","300.0000","10000","1","1"
"1219","1184","RZ319312","","42.1300","32.1300","300.0000","10000","1","1"
"1220","1185","XF323408","","63.2000","54.1000","500.0000","10000","1","1"
"1227","1192","RH319296","","46.1500","36.1500","450.0000","10000","1","1"
"1228","1193","TC320377","","60.0000","39.3400","300.0000","10000","1","1"
"1233","1198","IN323369","","123.6000","45.9000","500.0000","10000","1","1"
"1235","1200","UB319289","","39.2600","29.2600","300.0000","10000","1","1"
"1241","1206","GU323295","","136.2000","83.6100","500.0000","10000","1","1"
"1248","1213","OL320360","","158.0000","77.7000","300.0000","10000","1","1"
"1254","1219","BA323269","","163.2000","73.7700","500.0000","10000","1","1"
"1261","1226","YS323162","","63.5000","39.3400","400.0000","10000","1","1"
"1268","1233","NU320347","","168.0000","82.6200","300.0000","10000","1","1"
"1269","1234","QD322556","","37.0000","22.9500","300.0000","10000","1","1"
"1275","1240","WO323153","","163.2000","73.7700","500.0000","10000","1","1"
"1282","1247","CI337625","","24.5900","24.5900","190.0000","10000","1","1"
"1283","1248","YA320323","","178.0000","87.5400","300.0000","10000","1","1"
"1284","1249","PO323135","","78.9000","34.4300","400.0000","10000","1","1"
"1291","1256","ET319257","","38.2000","28.2000","300.0000","10000","1","1"
"1298","1263","YO320314","","148.0000","72.7900","300.0000","10000","1","1"
"1304","1269","HI323127","","61.3000","29.5100","300.0000","10000","1","1"
"1311","1276","CG322059","","100.0000","65.5700","300.0000","10000","1","1"
"1317","1282","RN338342","","21.8900","21.8900","140.0000","10000","1","1"
"1318","1283","TK323114","","63.2000","29.5100","400.0000","10000","1","1"
"1324","1289","KI320298","","159.0000","78.2000","300.0000","10000","1","1"
"1331","1296","HC319222","","42.1300","32.1300","300.0000","10000","1","1"
"1332","1297","IG322007","","35.0000","22.9500","300.0000","10000","1","1"
"1338","1303","KJ323070","","143.2000","59.0200","1000.0000","10000","1","1"
"1340","1305","WV338353","","27.3100","27.3100","160.0000","10000","1","1"
"1346","1311","VP319200","","42.1300","32.1300","300.0000","10000","1","1"
"1353","1318","PI320274","","130.0000","63.9300","300.0000","10000","1","1"
"1354","1319","MI322934","","69.3000","32.7900","400.0000","10000","1","1"
"1359","1324","EG319190","","41.5600","31.5600","300.0000","10000","1","1"
"1366","1331","RM322917","","56.3000","26.2300","300.0000","1000","1","1"
"1367","1332","AU338660","","23.6100","23.6100","160.0000","10000","1","1"
"1374","1339","MD320268","","55.0000","36.0700","300.0000","10000","1","1"
"1375","1340","GW364939","","53.0000","34.7500","300.0000","10000","1","1"
"1381","1346","SV319169","","40.9800","30.9800","300.0000","10000","1","1"
"1382","1347","OK322822","","79.3000","39.3400","400.0000","10000","1","1"
"1388","1360","BX338606","","25.8000","25.8000","130.0000","10000","1","1"
"1395","1367","FT364532","","53.0000","34.7500","300.0000","10000","1","1"
"1396","1368","HR320244","","140.0000","68.8500","300.0000","10000","1","1"
"1401","1373","EW319144","","41.4800","31.4800","350.0000","10000","1","1"
"1403","1375","TS322795","","64.0000","26.2300","400.0000","10000","1","1"
"1409","1381","VD364522","","64.0000","41.9700","400.0000","10000","1","1"
"1416","1388","KI338621","","27.5400","27.5400","130.0000","10000","1","1"
"1417","1389","UC320220","","128.0000","62.9500","300.0000","10000","1","1"
"1424","1396","GB322784","","65.2000","29.5100","300.0000","10000","1","1"
"1430","1402","AG364514","","64.0000","41.9700","400.0000","10000","1","1"
"1431","1403","EC338635","","22.1300","22.1300","120.0000","10000","1","1"
"1437","1409","SD322769","","121.6000","51.6400","400.0000","10000","1","1"
"1438","1410","MT320213","","138.0000","67.8700","300.0000","10000","1","1"
"1445","1417","GP322755","","79.3000","32.7900","500.0000","10000","1","1"
"1450","1422","OJ364501","","58.0000","38.0300","400.0000","9994","1","1"
"1451","1423","XN319117","","41.5600","31.5600","300.0000","10000","1","1"
"1458","1430","EN320162","","110.0000","54.1000","300.0000","10000","1","1"
"1459","1431","WS338642","","22.1300","22.1300","160.0000","10000","1","1"
"1465","1437","BC322731","","85.3000","31.1500","300.0000","9999","1","1"
"1472","1444","MV364497","","58.0000","38.0300","300.0000","9999","1","1"
"1479","1451","IX338657","","28.4600","28.4600","110.0000","10000","1","1"
"1480","1452","QF319914","","65.0000","42.6200","300.0000","10000","1","1"
"1486","1458","AF364483","","48.0000","31.4800","300.0000","9994","1","1"
"1487","1459","EV322719","","123.3000","73.7700","400.0000","10000","1","1"
"1493","1465","YZ338672","","21.3100","21.3100","160.0000","10000","1","1"
"1500","1472","GX319094","","39.8400","29.8400","350.0000","10000","1","1"
"1501","1473","QZ364476","","99.0000","64.9200","300.0000","9999","1","1"
"1507","1479","RE319896","","55.0000","36.0700","300.0000","10000","1","1"
"1514","1486","BY322704","","132.2000","73.7700","400.0000","10000","1","1"
"1521","1493","YW364466","","33.0000","27.0500","200.0000","10000","1","1"
"1528","1500","MC322682","","79.6000","45.9000","400.0000","10000","1","1"
"1535","1507","SJ338701","","51.8000","51.8000","490.0000","10000","1","1"
"1536","1508","BU364451","","47.0400","30.8500","300.0000","10000","1","1"
"1543","1515","QY319886","","70.0000","45.9000","300.0000","10000","1","1"
"1550","1522","AX319062","","39.5100","29.5100","300.0000","10000","1","1"
"1556","1528","EW338726","","21.1500","21.1500","200.0000","10000","1","1"
"1563","1535","SI322667","","132.6000","65.5700","400.0000","10000","1","1"
"1570","1542","ZT364440","","47.0400","30.8500","300.0000","10000","1","1"
"1571","1543","TV319865","","158.0000","77.7000","400.0000","10000","1","1"
"1577","1549","VF319039","","39.5100","29.5100","300.0000","10000","1","1"
"1578","1550","WM338736","","26.2300","26.2300","140.0000","10000","1","1"
"1584","1556","XM364435","","58.0000","38.0300","400.0000","10000","1","1"
"1590","1562","XE322657","","95.3000","52.4600","400.0000","10000","1","1"
"1597","1569","MK338740","","51.8000","51.8000","420.0000","10000","1","1"
"1599","1571","RH322637","","64.1000","39.3400","300.0000","10000","1","1"
"1606","1578","XV364018","","50.0000","32.7900","300.0000","10000","1","1"
"1612","1584","IJ319007","","37.5400","27.5400","300.0000","10000","1","1"
"1613","1585","MP374879","","29.5100","29.5100","190.0000","10000","1","1"
"1620","1592","FJ318989","","32.9500","22.9500","400.0000","10000","1","1"
"1625","1597","YH322616","","85.0000","54.1000","500.0000","10000","1","1"
"1626","1598","YG363970","","50.0000","32.7900","300.0000","10000","1","1"
"1633","1605","BL319836","","188.0000","92.4600","300.0000","10000","1","1"
"1640","1612","LM374850","","38.5200","38.5200","210.0000","10000","1","1"
"1641","1613","WD322597","","67.0000","28.2000","300.0000","10000","1","1"
"1647","1619","NO363877","","50.0000","32.7900","300.0000","10000","1","1"
"1653","1625","CR319810","","218.0000","107.2100","350.0000","10000","1","1"
"1660","1632","BW374836","","23.7700","23.7700","220.0000","10000","1","1"
"1662","1634","MU363858","","55.0000","36.0700","400.0000","10000","1","1"
"1668","1640","HR319791","","238.0000","117.0500","350.0000","10000","1","1"
"1669","1641","FC322566","","126.0000","65.5700","400.0000","10000","1","1"
"1674","1646","GW373857","","25.3300","25.3300","160.0000","10000","1","1"
"1681","1653","HL363834","","51.0000","33.4400","300.0000","10000","1","1"
"1682","1654","CH319774","","145.0000","71.3100","300.0000","10000","1","1"
"1689","1661","BM322512","","121.0000","68.8500","500.0000","10000","1","1"
"1696","1668","OP373832","","31.1500","31.1500","220.0000","10000","1","1"
"1703","1675","OT363804","","65.0000","42.6200","300.0000","10000","1","1"
"1710","1682","FW322495","","160.0000","73.7700","400.0000","10000","1","1"
"1716","1688","KL319762","","145.0000","71.3100","300.0000","10000","1","1"
"1717","1689","CC322471","","136.0000","73.7700","400.0000","10000","1","1"
"1724","1696","LN360595","","51.0000","33.4400","350.0000","10000","1","1"
"1731","1703","LM372781","","30.1600","30.1600","260.0000","10000","1","1"
"1732","1704","AC319757","","188.0000","92.4600","300.0000","10000","1","1"
"1738","1710","OH322407","","78.0000","36.8900","300.0000","10000","1","1"
"1739","1711","HI360581","","51.0000","33.4400","350.0000","10000","1","1"
"1745","1717","QB319733","","148.0000","72.7900","300.0000","10000","1","1"
"1751","1723","RA322389","","65.0000","39.3400","400.0000","10000","1","1"
"1753","1725","CW372759","","30.9800","30.9800","240.0000","10000","1","1"
"1759","1731","DA360578","","37.0000","30.3300","260.0000","10000","1","1"
"1766","1738","KB322358","","132.0000","63.9300","500.0000","10000","1","1"
"1773","1745","HJ360564","","37.0000","30.3300","260.0000","10000","1","1"
"1779","1751","CN319726","","168.0000","82.6200","300.0000","10000","1","1"
"1781","1753","DP322332","","112.0000","63.9300","500.0000","10000","1","1"
"1787","1759","MO360550","","58.0000","38.0300","300.0000","10000","1","1"
"1788","1760","GY374933","","23.7700","23.7700","160.0000","10000","1","1"
"1794","1766","IX318947","","45.5700","35.5700","350.0000","10000","1","1"
"1800","1772","TR319700","","138.0000","67.8700","300.0000","10000","1","1"
"1802","1774","ES322312","","126.0000","29.5100","300.0000","9996","1","1"
"1809","1781","HL360541","","58.0000","38.0300","300.0000","9996","1","1"
"1814","1786","IQ318890","","41.4800","31.4800","300.0000","10000","1","1"
"1821","1793","UR374990","","24.5900","24.5900","140.0000","10000","1","1"
"1822","1794","UJ322284","","136.0000","78.6900","400.0000","10000","1","1"
"1823","1795","ZE319698","","168.0000","82.6200","300.0000","10000","1","1"
"1830","1802","QW360532","","58.0000","38.0300","300.0000","9998","1","1"
"1836","1808","MH318861","","58.7700","48.7700","700.0000","10000","1","1"
"1837","1809","QG375029","","29.5100","29.5100","190.0000","10000","1","1"
"1842","1814","TG322250","","123.0000","59.0200","400.0000","10000","1","1"
"1843","1815","IG319668","","110.0000","54.1000","300.0000","10000","1","1"
"1850","1822","EE360525","","45.0000","29.5100","260.0000","10000","1","1"
"1856","1828","WD375056","","29.5100","29.5100","240.0000","10000","1","1"
"1863","1835","CP322242","","151.0000","73.7700","400.0000","10000","1","1"
"1864","1836","WY319648","","168.0000","82.6200","300.0000","10000","1","1"
"1870","1842","RH318810","","43.8500","33.8500","400.0000","10000","1","1"
"1872","1844","RX360515","","51.0000","33.4400","260.0000","10000","1","1"
"1877","1849","DQ319582","","128.0000","62.9500","300.0000","10000","1","1"
"1879","1851","ER375298","","29.5100","29.5100","220.0000","10000","1","1"
"1886","1858","NC322225","","63.0000","51.6400","400.0000","10000","1","1"
"1892","1864","LD360508","","51.0000","33.4400","260.0000","10000","1","1"
"1899","1871","CR375314","","29.5100","29.5100","200.0000","10000","1","1"
"1905","1877","VP319573","","280.0000","137.7000","300.0000","10000","1","1"
"1906","1878","PZ360498","","51.0000","33.4400","260.0000","9997","1","1"
"1912","1884","ED375325","","24.5900","24.5900","200.0000","10000","1","1"
"1913","1885","ZC322209","","63.0000","39.3400","400.0000","10000","1","1"
"1926","1898","DZ375341","","29.5100","29.5100","220.0000","10000","1","1"
"1928","1900","ZN322184","112","0.0000","63.9300","400.0000","10000","1","1"
"1933","1905","TF319553","","140.0000","68.8500","300.0000","10000","1","1"
